Date,Year,Month,Geopolitical_Zone,State,Avg_Humidity_Percent,Min_Humidity_Percent,Max_Humidity_Percent
1999-11-01,1999,11,North-Central,Benue,74.8,63.9,92.9
1999-12-01,1999,12,North-Central,Benue,50.0,39.7,66.6
2000-01-01,2000,1,North-Central,Benue,52.2,40.4,71.0
2000-02-01,2000,2,North-Central,Benue,33.6,21.7,50.2
2000-03-01,2000,3,North-Central,Benue,49.0,30.7,62.6
2000-04-01,2000,4,North-Central,Benue,73.1,57.2,89.7
2000-05-01,2000,5,North-Central,Benue,77.3,60.0,90.7
2000-06-01,2000,6,North-Central,Benue,88.8,69.1,107.9
2000-07-01,2000,7,North-Central,Benue,90.1,73.8,110.0
2000-08-01,2000,8,North-Central,Benue,90.1,76.7,102.7
2000-09-01,2000,9,North-Central,Benue,90.6,78.5,102.5
2000-10-01,2000,10,North-Central,Benue,88.0,73.1,102.4
2000-11-01,2000,11,North-Central,Benue,76.0,59.1,94.0
2000-12-01,2000,12,North-Central,Benue,71.7,53.2,85.4
2001-01-01,2001,1,North-Central,Benue,57.0,38.5,67.5
2001-02-01,2001,2,North-Central,Benue,58.8,43.9,74.9
2001-03-01,2001,3,North-Central,Benue,79.9,65.6,98.2
2001-04-01,2001,4,North-Central,Benue,85.2,69.7,96.5
2001-05-01,2001,5,North-Central,Benue,86.3,76.2,101.2
2001-06-01,2001,6,North-Central,Benue,88.0,69.9,104.3
2001-07-01,2001,7,North-Central,Benue,88.8,70.1,102.1
2001-08-01,2001,8,North-Central,Benue,88.5,78.3,106.6
2001-09-01,2001,9,North-Central,Benue,88.8,70.2,101.6
2001-10-01,2001,10,North-Central,Benue,85.2,68.0,95.7
2001-11-01,2001,11,North-Central,Benue,74.4,60.5,94.3
2001-12-01,2001,12,North-Central,Benue,65.2,53.6,84.0
2002-01-01,2002,1,North-Central,Benue,52.8,36.4,63.3
2002-02-01,2002,2,North-Central,Benue,60.4,49.4,78.8
2002-03-01,2002,3,North-Central,Benue,76.9,58.6,93.4
2002-04-01,2002,4,North-Central,Benue,84.1,68.7,98.5
2002-05-01,2002,5,North-Central,Benue,86.1,75.1,102.6
2002-06-01,2002,6,North-Central,Benue,86.8,70.1,96.8
2002-07-01,2002,7,North-Central,Benue,88.7,72.3,101.0
2002-08-01,2002,8,North-Central,Benue,88.7,70.3,106.7
2002-09-01,2002,9,North-Central,Benue,88.5,72.4,104.7
2002-10-01,2002,10,North-Central,Benue,87.2,69.6,105.9
2002-11-01,2002,11,North-Central,Benue,77.4,61.0,88.1
2002-12-01,2002,12,North-Central,Benue,65.3,54.5,83.9
2003-01-01,2003,1,North-Central,Benue,60.0,42.1,71.2
2003-02-01,2003,2,North-Central,Benue,70.2,53.6,87.4
2003-03-01,2003,3,North-Central,Benue,74.5,58.5,88.2
2003-04-01,2003,4,North-Central,Benue,83.0,69.2,100.7
2003-05-01,2003,5,North-Central,Benue,85.1,68.0,104.9
2003-06-01,2003,6,North-Central,Benue,88.1,69.4,106.3
2003-07-01,2003,7,North-Central,Benue,87.5,75.1,103.7
2003-08-01,2003,8,North-Central,Benue,87.3,67.4,99.4
2003-09-01,2003,9,North-Central,Benue,88.2,68.7,105.4
2003-10-01,2003,10,North-Central,Benue,88.2,71.5,101.5
2003-11-01,2003,11,North-Central,Benue,78.3,66.4,93.9
2003-12-01,2003,12,North-Central,Benue,62.6,49.5,76.8
2004-01-01,2004,1,North-Central,Benue,62.2,44.5,77.5
2004-02-01,2004,2,North-Central,Benue,56.3,45.3,69.1
2004-03-01,2004,3,North-Central,Benue,65.6,46.8,77.4
2004-04-01,2004,4,North-Central,Benue,79.3,63.2,96.0
2004-05-01,2004,5,North-Central,Benue,85.8,68.9,103.6
2004-06-01,2004,6,North-Central,Benue,87.7,69.3,105.5
2004-07-01,2004,7,North-Central,Benue,88.1,69.4,100.9
2004-08-01,2004,8,North-Central,Benue,88.1,69.2,107.9
2004-09-01,2004,9,North-Central,Benue,88.3,69.4,105.0
2004-10-01,2004,10,North-Central,Benue,88.0,71.2,105.2
2004-11-01,2004,11,North-Central,Benue,80.6,68.3,97.0
2004-12-01,2004,12,North-Central,Benue,66.7,49.6,79.6
2005-01-01,2005,1,North-Central,Benue,49.3,32.5,64.6
2005-02-01,2005,2,North-Central,Benue,70.5,56.0,82.5
2005-03-01,2005,3,North-Central,Benue,76.8,59.2,92.4
2005-04-01,2005,4,North-Central,Benue,79.3,65.2,91.4
2005-05-01,2005,5,North-Central,Benue,82.9,69.1,97.9
2005-06-01,2005,6,North-Central,Benue,85.0,68.9,104.7
2005-07-01,2005,7,North-Central,Benue,84.8,69.1,99.1
2005-08-01,2005,8,North-Central,Benue,83.9,66.0,103.6
2005-09-01,2005,9,North-Central,Benue,87.8,70.7,99.5
2005-10-01,2005,10,North-Central,Benue,87.6,76.7,102.6
2005-11-01,2005,11,North-Central,Benue,72.9,61.3,84.6
2005-12-01,2005,12,North-Central,Benue,68.1,49.2,84.7
2006-01-01,2006,1,North-Central,Benue,70.7,51.9,86.1
2006-02-01,2006,2,North-Central,Benue,72.0,53.8,89.1
2006-03-01,2006,3,North-Central,Benue,74.4,55.6,87.8
2006-04-01,2006,4,North-Central,Benue,78.2,67.7,91.7
2006-05-01,2006,5,North-Central,Benue,83.9,69.9,99.1
2006-06-01,2006,6,North-Central,Benue,83.4,63.8,94.7
2006-07-01,2006,7,North-Central,Benue,85.8,68.8,99.4
2006-08-01,2006,8,North-Central,Benue,88.4,72.4,108.1
2006-09-01,2006,9,North-Central,Benue,89.1,74.2,105.6
2006-10-01,2006,10,North-Central,Benue,87.4,70.4,106.9
2006-11-01,2006,11,North-Central,Benue,69.0,54.6,86.0
2006-12-01,2006,12,North-Central,Benue,55.6,42.5,71.0
2007-01-01,2007,1,North-Central,Benue,51.8,32.8,68.8
2007-02-01,2007,2,North-Central,Benue,61.5,46.0,81.0
2007-03-01,2007,3,North-Central,Benue,68.8,55.7,85.5
2007-04-01,2007,4,North-Central,Benue,79.9,62.8,97.3
2007-05-01,2007,5,North-Central,Benue,84.3,67.1,102.5
2007-06-01,2007,6,North-Central,Benue,87.0,76.5,97.4
2007-07-01,2007,7,North-Central,Benue,87.9,75.1,107.4
2007-08-01,2007,8,North-Central,Benue,89.0,78.9,105.2
2007-09-01,2007,9,North-Central,Benue,88.5,75.6,98.8
2007-10-01,2007,10,North-Central,Benue,89.5,75.9,101.0
2007-11-01,2007,11,North-Central,Benue,82.5,62.7,97.7
2007-12-01,2007,12,North-Central,Benue,68.2,56.9,86.4
2008-01-01,2008,1,North-Central,Benue,62.0,45.2,74.7
2008-02-01,2008,2,North-Central,Benue,53.4,38.2,72.2
2008-03-01,2008,3,North-Central,Benue,80.0,61.4,95.5
2008-04-01,2008,4,North-Central,Benue,83.3,69.0,99.7
2008-05-01,2008,5,North-Central,Benue,83.9,69.9,98.0
2008-06-01,2008,6,North-Central,Benue,87.3,70.5,102.2
2008-07-01,2008,7,North-Central,Benue,88.0,77.3,105.0
2008-08-01,2008,8,North-Central,Benue,89.0,74.7,104.0
2008-09-01,2008,9,North-Central,Benue,87.9,70.6,105.0
2008-10-01,2008,10,North-Central,Benue,84.8,68.7,99.6
2008-11-01,2008,11,North-Central,Benue,71.7,58.8,87.9
2008-12-01,2008,12,North-Central,Benue,69.3,51.3,82.2
2009-01-01,2009,1,North-Central,Benue,69.3,54.7,86.2
2009-02-01,2009,2,North-Central,Benue,71.0,59.7,86.9
2009-03-01,2009,3,North-Central,Benue,73.6,59.9,92.2
2009-04-01,2009,4,North-Central,Benue,80.6,65.8,97.0
2009-05-01,2009,5,North-Central,Benue,85.1,71.0,101.8
2009-06-01,2009,6,North-Central,Benue,86.6,72.4,100.3
2009-07-01,2009,7,North-Central,Benue,86.5,67.0,101.5
2009-08-01,2009,8,North-Central,Benue,88.8,77.3,104.7
2009-09-01,2009,9,North-Central,Benue,87.5,71.0,104.0
2009-10-01,2009,10,North-Central,Benue,87.3,70.3,98.8
2009-11-01,2009,11,North-Central,Benue,78.2,64.4,91.4
2009-12-01,2009,12,North-Central,Benue,57.3,42.9,69.1
2010-01-01,2010,1,North-Central,Benue,57.7,40.2,69.7
2010-02-01,2010,2,North-Central,Benue,68.7,53.1,85.0
2010-03-01,2010,3,North-Central,Benue,68.0,55.5,87.9
2010-04-01,2010,4,North-Central,Benue,78.4,61.9,92.2
2010-05-01,2010,5,North-Central,Benue,85.1,67.8,95.5
2010-06-01,2010,6,North-Central,Benue,86.8,76.1,100.5
2010-07-01,2010,7,North-Central,Benue,88.1,70.1,100.8
2010-08-01,2010,8,North-Central,Benue,88.4,74.8,105.3
2010-09-01,2010,9,North-Central,Benue,88.3,74.9,102.4
2010-10-01,2010,10,North-Central,Benue,88.9,71.1,98.9
2010-11-01,2010,11,North-Central,Benue,81.4,68.2,98.2
2010-12-01,2010,12,North-Central,Benue,61.2,47.9,75.8
2011-01-01,2011,1,North-Central,Benue,53.8,34.7,66.0
2011-02-01,2011,2,North-Central,Benue,76.8,57.4,93.3
2011-03-01,2011,3,North-Central,Benue,74.6,56.9,85.5
2011-04-01,2011,4,North-Central,Benue,79.7,63.2,94.1
2011-05-01,2011,5,North-Central,Benue,85.8,67.8,101.9
2011-06-01,2011,6,North-Central,Benue,86.6,70.2,96.7
2011-07-01,2011,7,North-Central,Benue,86.8,72.0,99.5
2011-08-01,2011,8,North-Central,Benue,87.6,77.3,101.7
2011-09-01,2011,9,North-Central,Benue,88.2,71.7,100.6
2011-10-01,2011,10,North-Central,Benue,88.0,68.8,105.3
2011-11-01,2011,11,North-Central,Benue,71.6,59.8,87.8
2011-12-01,2011,12,North-Central,Benue,57.9,46.9,70.5
2012-01-01,2012,1,North-Central,Benue,60.4,45.9,75.8
2012-02-01,2012,2,North-Central,Benue,72.7,56.3,84.6
2012-03-01,2012,3,North-Central,Benue,68.3,50.8,88.2
2012-04-01,2012,4,North-Central,Benue,78.8,60.4,98.6
2012-05-01,2012,5,North-Central,Benue,83.3,71.8,98.0
2012-06-01,2012,6,North-Central,Benue,85.3,65.9,95.8
2012-07-01,2012,7,North-Central,Benue,87.1,70.3,102.6
2012-08-01,2012,8,North-Central,Benue,87.9,71.4,101.8
2012-09-01,2012,9,North-Central,Benue,88.3,75.8,105.5
2012-10-01,2012,10,North-Central,Benue,88.5,76.1,102.4
2012-11-01,2012,11,North-Central,Benue,81.1,66.4,91.4
2012-12-01,2012,12,North-Central,Benue,67.8,54.3,81.2
2013-01-01,2013,1,North-Central,Benue,65.9,46.6,78.3
2013-02-01,2013,2,North-Central,Benue,68.9,49.1,85.0
2013-03-01,2013,3,North-Central,Benue,79.6,63.7,95.0
2013-04-01,2013,4,North-Central,Benue,78.3,60.0,91.3
2013-05-01,2013,5,North-Central,Benue,83.7,66.1,98.7
2013-06-01,2013,6,North-Central,Benue,85.1,66.1,100.1
2013-07-01,2013,7,North-Central,Benue,86.2,73.5,102.0
2013-08-01,2013,8,North-Central,Benue,86.4,66.6,104.3
2013-09-01,2013,9,North-Central,Benue,86.1,71.6,96.9
2013-10-01,2013,10,North-Central,Benue,84.4,70.0,99.5
2013-11-01,2013,11,North-Central,Benue,77.0,62.1,94.4
2013-12-01,2013,12,North-Central,Benue,60.6,43.2,76.6
2014-01-01,2014,1,North-Central,Benue,55.4,38.2,66.9
2014-02-01,2014,2,North-Central,Benue,51.9,40.6,62.8
2014-03-01,2014,3,North-Central,Benue,72.0,52.7,88.4
2014-04-01,2014,4,North-Central,Benue,78.8,62.1,97.6
2014-05-01,2014,5,North-Central,Benue,81.6,70.9,94.9
2014-06-01,2014,6,North-Central,Benue,84.8,74.8,104.3
2014-07-01,2014,7,North-Central,Benue,84.6,69.5,99.7
2014-08-01,2014,8,North-Central,Benue,85.7,68.0,105.4
2014-09-01,2014,9,North-Central,Benue,85.8,65.9,100.1
2014-10-01,2014,10,North-Central,Benue,84.6,69.5,94.6
2014-11-01,2014,11,North-Central,Benue,73.8,54.9,85.2
2014-12-01,2014,12,North-Central,Benue,52.0,35.2,62.7
2015-01-01,2015,1,North-Central,Benue,41.9,25.6,55.6
2015-02-01,2015,2,North-Central,Benue,64.8,48.1,75.5
2015-03-01,2015,3,North-Central,Benue,65.8,52.5,84.5
2015-04-01,2015,4,North-Central,Benue,67.4,54.7,79.3
2015-05-01,2015,5,North-Central,Benue,76.1,57.0,92.7
2015-06-01,2015,6,North-Central,Benue,80.8,64.8,100.3
2015-07-01,2015,7,North-Central,Benue,85.8,72.5,97.1
2015-08-01,2015,8,North-Central,Benue,86.0,73.1,101.9
2015-09-01,2015,9,North-Central,Benue,87.5,70.6,103.0
2015-10-01,2015,10,North-Central,Benue,86.3,68.6,101.0
2015-11-01,2015,11,North-Central,Benue,66.3,49.1,83.3
2015-12-01,2015,12,North-Central,Benue,43.1,25.5,62.8
2016-01-01,2016,1,North-Central,Benue,33.9,16.6,46.5
2016-02-01,2016,2,North-Central,Benue,40.2,27.8,51.4
2016-03-01,2016,3,North-Central,Benue,72.0,54.4,91.3
2016-04-01,2016,4,North-Central,Benue,76.2,62.9,89.8
2016-05-01,2016,5,North-Central,Benue,81.6,69.4,92.5
2016-06-01,2016,6,North-Central,Benue,85.0,68.5,101.8
2016-07-01,2016,7,North-Central,Benue,87.2,72.4,103.2
2016-08-01,2016,8,North-Central,Benue,88.2,68.6,99.0
2016-09-01,2016,9,North-Central,Benue,88.5,69.5,104.3
2016-10-01,2016,10,North-Central,Benue,86.1,70.2,97.5
2016-11-01,2016,11,North-Central,Benue,74.4,63.7,89.2
2016-12-01,2016,12,North-Central,Benue,63.5,44.6,78.9
2017-01-01,2017,1,North-Central,Benue,63.3,46.0,82.9
2017-02-01,2017,2,North-Central,Benue,44.1,27.3,63.1
2017-03-01,2017,3,North-Central,Benue,70.5,51.9,85.5
2017-04-01,2017,4,North-Central,Benue,78.3,67.8,97.4
2017-05-01,2017,5,North-Central,Benue,86.2,69.1,103.2
2017-06-01,2017,6,North-Central,Benue,85.9,69.4,103.2
2017-07-01,2017,7,North-Central,Benue,86.6,69.4,98.8
2017-08-01,2017,8,North-Central,Benue,88.0,75.7,101.8
2017-09-01,2017,9,North-Central,Benue,88.1,68.6,103.6
2017-10-01,2017,10,North-Central,Benue,85.1,73.2,105.0
2017-11-01,2017,11,North-Central,Benue,73.8,63.5,90.4
2017-12-01,2017,12,North-Central,Benue,64.3,49.5,79.6
2018-01-01,2018,1,North-Central,Benue,44.5,33.1,59.6
2018-02-01,2018,2,North-Central,Benue,67.5,54.2,80.5
2018-03-01,2018,3,North-Central,Benue,73.7,60.2,89.2
2018-04-01,2018,4,North-Central,Benue,73.7,56.4,92.6
2018-05-01,2018,5,North-Central,Benue,78.2,67.9,91.9
2018-06-01,2018,6,North-Central,Benue,85.4,72.9,95.9
2018-07-01,2018,7,North-Central,Benue,85.9,68.6,96.3
2018-08-01,2018,8,North-Central,Benue,85.5,72.5,98.4
2018-09-01,2018,9,North-Central,Benue,87.2,68.3,104.3
2018-10-01,2018,10,North-Central,Benue,85.8,73.5,99.1
2018-11-01,2018,11,North-Central,Benue,74.5,62.8,86.3
2018-12-01,2018,12,North-Central,Benue,54.9,36.1,66.4
2019-01-01,2019,1,North-Central,Benue,53.2,33.5,68.8
2019-02-01,2019,2,North-Central,Benue,49.4,38.9,65.9
2019-03-01,2019,3,North-Central,Benue,67.2,50.7,80.4
2019-04-01,2019,4,North-Central,Benue,66.0,53.7,83.3
2019-05-01,2019,5,North-Central,Benue,74.7,61.6,87.6
2019-06-01,2019,6,North-Central,Benue,75.6,64.8,90.0
2019-07-01,2019,7,North-Central,Benue,83.2,65.6,97.9
2019-08-01,2019,8,North-Central,Benue,86.8,74.3,98.5
2019-09-01,2019,9,North-Central,Benue,87.0,70.5,106.5
2019-10-01,2019,10,North-Central,Benue,86.3,75.7,104.8
2019-11-01,2019,11,North-Central,Benue,75.9,61.1,91.7
2019-12-01,2019,12,North-Central,Benue,55.8,40.1,75.7
2020-01-01,2020,1,North-Central,Benue,44.6,30.4,58.2
2020-02-01,2020,2,North-Central,Benue,40.1,23.4,54.3
2020-03-01,2020,3,North-Central,Benue,63.9,46.1,77.6
2020-04-01,2020,4,North-Central,Benue,78.4,60.5,92.8
2020-05-01,2020,5,North-Central,Benue,82.6,67.8,100.2
2020-06-01,2020,6,North-Central,Benue,85.7,75.4,100.1
2020-07-01,2020,7,North-Central,Benue,87.9,71.3,105.7
2020-08-01,2020,8,North-Central,Benue,84.4,66.2,94.4
2020-09-01,2020,9,North-Central,Benue,86.2,72.0,104.6
2020-10-01,2020,10,North-Central,Benue,82.7,64.5,94.0
2020-11-01,2020,11,North-Central,Benue,69.1,50.1,82.3
2020-12-01,2020,12,North-Central,Benue,61.5,48.5,78.2
2021-01-01,2021,1,North-Central,Benue,47.3,36.3,61.5
2021-02-01,2021,2,North-Central,Benue,41.8,27.6,53.9
2021-03-01,2021,3,North-Central,Benue,62.7,45.3,82.7
2021-04-01,2021,4,North-Central,Benue,73.3,61.5,91.6
2021-05-01,2021,5,North-Central,Benue,76.3,66.0,93.8
2021-06-01,2021,6,North-Central,Benue,83.9,71.1,94.5
2021-07-01,2021,7,North-Central,Benue,85.5,73.2,104.6
2021-08-01,2021,8,North-Central,Benue,86.5,70.3,104.7
2021-09-01,2021,9,North-Central,Benue,85.7,68.2,99.8
2021-10-01,2021,10,North-Central,Benue,86.3,70.0,99.7
2021-11-01,2021,11,North-Central,Benue,76.8,62.6,94.9
2021-12-01,2021,12,North-Central,Benue,67.9,57.8,84.5
2022-01-01,2022,1,North-Central,Benue,61.4,51.1,75.8
2022-02-01,2022,2,North-Central,Benue,53.1,36.1,63.3
2022-03-01,2022,3,North-Central,Benue,70.6,56.7,82.7
2022-04-01,2022,4,North-Central,Benue,80.3,69.6,91.8
2022-05-01,2022,5,North-Central,Benue,86.3,73.4,103.4
2022-06-01,2022,6,North-Central,Benue,88.9,77.0,100.2
2022-07-01,2022,7,North-Central,Benue,87.9,73.5,100.1
2022-08-01,2022,8,North-Central,Benue,88.2,77.4,104.6
2022-09-01,2022,9,North-Central,Benue,88.4,71.9,105.7
2022-10-01,2022,10,North-Central,Benue,85.2,68.2,99.2
2022-11-01,2022,11,North-Central,Benue,73.2,53.6,85.0
2022-12-01,2022,12,North-Central,Benue,64.5,53.8,76.8
2023-01-01,2023,1,North-Central,Benue,60.6,41.4,75.6
2023-02-01,2023,2,North-Central,Benue,52.8,34.6,68.2
2023-03-01,2023,3,North-Central,Benue,74.9,60.8,88.3
2023-04-01,2023,4,North-Central,Benue,76.5,59.3,93.4
2023-05-01,2023,5,North-Central,Benue,78.0,62.0,94.6
2023-06-01,2023,6,North-Central,Benue,83.4,72.3,103.3
2023-07-01,2023,7,North-Central,Benue,84.6,64.8,103.1
2023-08-01,2023,8,North-Central,Benue,83.5,68.6,96.3
2023-09-01,2023,9,North-Central,Benue,83.8,67.4,96.6
2023-10-01,2023,10,North-Central,Benue,83.5,70.5,102.3
2023-11-01,2023,11,North-Central,Benue,77.8,59.8,95.5
2023-12-01,2023,12,North-Central,Benue,50.3,32.8,63.1
1990-01-01,1990,1,North-Central,FCT,57.2,46.6,72.1
1990-02-01,1990,2,North-Central,FCT,50.6,35.6,65.7
1990-03-01,1990,3,North-Central,FCT,40.5,25.5,56.2
1990-04-01,1990,4,North-Central,FCT,77.5,61.3,96.2
1990-05-01,1990,5,North-Central,FCT,85.9,70.2,97.0
1990-06-01,1990,6,North-Central,FCT,87.0,68.1,100.2
1990-07-01,1990,7,North-Central,FCT,88.6,71.6,103.1
1990-08-01,1990,8,North-Central,FCT,87.9,76.6,105.4
1990-09-01,1990,9,North-Central,FCT,87.3,68.0,98.6
1990-10-01,1990,10,North-Central,FCT,84.0,68.9,96.2
1990-11-01,1990,11,North-Central,FCT,76.8,64.5,93.9
1990-12-01,1990,12,North-Central,FCT,68.9,51.9,83.2
