Region,Crop,Year,Month,Temperature_C,Rainfall_mm,Humidity_percent,CO2_MtCO2,Avg_pH,Avg_Nitrogen_ppm,Avg_Phosphorus_ppm,Avg_Organic_Matter_Percent,Yield_kg_per_ha,GDD,Cumulative_Rainfall,Days_Into_Season,pH_Temperature_Interaction,Nitrogen_Rainfall_Interaction,Is_Rainy_Season,Is_Peak_Growing,Heat_Stress,Cold_Stress,Rainfall_Anomaly,Drought_Risk,Flood_Risk,Yield_Lag_1,Yield_Lag_2,Yield_Lag_3,Yield_MA_3yr,Temp_MA_3yr,Rain_MA_3yr,Yield_YoY_Change,Temp_YoY_Change,Rain_YoY_Change,Yield_Volatility_3yr
North Central,Cassava,2000,11,24.083214285714284,1268.9791666666667,65.86309523809524,96.831,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,11167.016666666666,210,142.77905612244896,105850.99077380952,0,0,0,0,1.2907288719879892,0,1,0.0,0.0,0.0,12.725015312794877,25.58321428571428,12182.2,0.0,0.0,0.0,0.0
North Central,Cassava,2000,12,25.583214285714284,1015.1833333333334,65.86309523809524,96.831,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,12182.2,240,151.67191326530613,84680.79261904761,0,0,0,0,1.290728871975811,0,1,0.0,0.0,0.0,12.725015312794877,25.58321428571428,12182.2,0.0,0.0,0.0,0.0
North Central,Cassava,2001,1,26.55202380952381,457.20625,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,457.20625,0,157.41556972789115,38137.53276785714,0,0,0,0,-0.6226312690433107,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,2,27.650100020877126,345.64018182065394,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,802.846431820654,0,163.9255929809144,28831.32888072569,0,0,0,0,-0.6226312690306692,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,3,28.05202380952381,304.8041666666667,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,1107.6505984873206,0,166.30842687074832,25425.021845238094,0,0,0,0,-0.6226312690237278,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,4,27.650100020877126,345.64018182065405,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.1627260083449236,17.650100020877126,1453.2907803079747,0,163.9255929809144,28831.328880725698,1,0,0,0,-0.6226312690306686,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,5,26.55202380952381,457.20625,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.1627260083449236,16.55202380952381,1910.4970303079747,30,157.41556972789115,38137.53276785714,1,1,0,0,-0.6226312690433107,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,6,25.05202380952381,609.6083333333333,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.1627260083449236,15.05202380952381,2520.105363641308,60,148.52271258503401,50850.04369047619,1,1,0,0,-0.6226312690531013,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,7,23.55202380952381,762.0104166666667,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.1627260083449236,13.55202380952381,3282.115780307975,90,139.62985544217688,63562.55461309524,1,1,0,0,-0.6226312690589759,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,8,22.453947598170494,873.5764848460126,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.1627260083449236,12.453947598170494,4155.692265153987,120,133.11983218915364,72868.75850022667,1,0,0,0,-0.6226312690619772,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,9,22.05202380952381,914.4125,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.1627260083449236,12.05202380952381,5070.1047651539875,150,130.73699829931974,76275.06553571428,1,0,0,0,-0.6226312690628931,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,10,22.453947598170494,873.5764848460127,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,5943.68125,180,133.11983218915364,72868.75850022669,0,0,0,0,-0.6226312690619767,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,11,23.55202380952381,762.0104166666667,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,6705.691666666667,210,139.62985544217688,63562.55461309524,0,0,0,0,-0.6226312690589759,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2001,12,25.05202380952381,609.6083333333333,69.41785714285714,100.218,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,7315.3,240,148.52271258503401,50850.04369047619,0,0,0,0,-0.6226312690531013,0,0,12.725015312794877,0.0,0.0,12.850685681432209,25.317619047619047,9748.75,0.25134073727466344,-0.5311904761904671,-4866.900000000001,0.17772473971534097
North Central,Cassava,2002,1,27.068809523809527,535.6625,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,535.6625,0,160.47937074829935,44681.90482142857,0,0,0,0,-0.1291259607370328,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,2,28.166885735162843,404.9517780968787,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,940.6142780968787,0,166.98939400132258,33778.76331868106,0,0,0,0,-0.12912596073441135,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,3,28.568809523809527,357.10833333333335,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,1297.722611430212,0,169.37222789115648,29787.936547619047,0,0,0,0,-0.12912596073297114,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,4,28.166885735162843,404.9517780968788,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2441751449703116,18.166885735162843,1702.6743895270909,0,166.98939400132258,33778.76331868107,1,0,0,0,-0.12912596073441085,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,5,27.068809523809527,535.6625,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2441751449703116,17.068809523809527,2238.336889527091,30,160.47937074829935,44681.90482142857,1,1,0,0,-0.1291259607370328,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,6,25.568809523809527,714.2166666666667,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2441751449703116,15.568809523809527,2952.5535561937577,60,151.5865136054422,59575.873095238094,1,1,0,0,-0.12912596073906285,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,7,24.068809523809527,892.7708333333334,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2441751449703116,14.068809523809527,3845.3243895270907,90,142.69365646258507,74469.84136904762,1,1,0,0,-0.1291259607402813,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,8,22.97073331245621,1023.4815552364545,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2441751449703116,12.970733312456211,4868.805944763545,120,136.18363320956183,85372.9828717951,1,0,0,0,-0.12912596074090382,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,9,22.568809523809527,1071.325,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2441751449703116,12.568809523809527,5940.130944763545,150,133.80079931972793,89363.80964285714,1,0,0,0,-0.12912596074109398,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,10,22.97073331245621,1023.4815552364547,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,6963.6125,180,136.18363320956183,85372.98287179513,0,0,0,0,-0.12912596074090307,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,11,24.068809523809527,892.7708333333334,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,7856.383333333333,210,142.69365646258507,74469.84136904762,0,0,0,0,-0.1291259607402813,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2002,12,25.568809523809527,714.2166666666667,68.55,89.906,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,8570.6,240,151.5865136054422,59575.873095238094,0,0,0,0,-0.12912596073906285,0,0,12.97635605006954,12.725015312794877,0.0,13.055474077562096,25.401349206349206,9356.033333333335,0.48869481975232887,0.5167857142857102,1255.3000000000002,0.3763082554526239
North Central,Cassava,2003,1,27.240714285714283,482.1625,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,482.1625,0,161.49852040816324,40219.240535714285,0,0,0,0,-0.4656515274622569,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,2,28.3387904970676,364.50668416519034,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,846.6691841651904,0,168.00854366118648,30405.06469772209,0,0,0,0,-0.46565152745280275,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,3,28.740714285714283,321.44166666666666,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,1168.110850831857,0,170.3913775510204,26812.82702380952,0,0,0,0,-0.46565152744761135,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,4,28.3387904970676,364.5066841651904,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2575150128189687,18.3387904970676,1532.6175349970474,0,168.00854366118648,30405.064697722093,1,0,0,0,-0.46565152745280264,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,5,27.240714285714283,482.1625,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2575150128189687,17.240714285714283,2014.7800349970476,30,161.49852040816324,40219.240535714285,1,1,0,0,-0.4656515274622569,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,6,25.740714285714283,642.8833333333333,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2575150128189687,15.740714285714283,2657.6633683303808,60,152.6056632653061,53625.65404761904,1,1,0,0,-0.4656515274695791,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,7,24.240714285714283,803.6041666666666,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2575150128189687,14.240714285714283,3461.2675349970473,90,143.71280612244897,67032.0675595238,1,1,0,0,-0.46565152747397287,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,8,23.142638074360967,921.2599825014762,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2575150128189687,13.142638074360967,4382.527517498524,120,137.20278286942573,76846.243397516,1,0,0,0,-0.465651527476217,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,9,22.740714285714283,964.325,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2575150128189687,12.740714285714283,5346.852517498523,150,134.81994897959183,80438.48107142857,1,0,0,0,-0.46565152747690214,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,10,23.142638074360967,921.2599825014763,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,6268.1125,180,137.20278286942573,76846.243397516,0,0,0,0,-0.4656515274762167,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,11,24.240714285714283,803.6041666666666,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,7071.716666666666,210,143.71280612244897,67032.0675595238,0,0,0,0,-0.46565152747397287,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2003,12,25.740714285714283,642.8833333333333,69.80833333333332,100.03,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,7714.6,240,152.6056632653061,53625.65404761904,0,0,0,0,-0.4656515274695791,0,0,13.46505086982187,12.97635605006954,12.725015312794877,13.328832332268407,25.453849206349208,7866.833333333333,0.0800392070919429,0.1719047619047558,-856.0,0.30786558073699677
North Central,Cassava,2004,1,27.582857142857144,397.5,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,397.5,0,163.52693877551022,33157.17857142857,0,0,0,0,-0.998195374058038,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,2,28.68093335421046,300.5032679971237,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,698.0032679971237,0,170.03696202853345,25066.26545478865,0,0,0,0,-0.9981953740377711,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,3,29.082857142857144,265.0,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,963.0032679971237,0,172.41979591836736,22104.785714285714,0,0,0,0,-0.9981953740266433,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,4,28.68093335421046,300.50326799712377,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2761395319784445,18.68093335421046,1263.5065359942475,0,170.03696202853345,25066.265454788652,1,0,0,0,-0.9981953740377709,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,5,27.582857142857144,397.5,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2761395319784445,17.582857142857144,1661.0065359942475,30,163.52693877551022,33157.17857142857,1,1,0,0,-0.998195374058038,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,6,26.082857142857144,530.0,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2761395319784445,16.082857142857144,2191.0065359942473,60,154.63408163265308,44209.57142857143,1,1,0,0,-0.9981953740737345,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,7,24.582857142857144,662.5,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2761395319784445,14.582857142857144,2853.5065359942473,90,145.74122448979594,55261.96428571428,1,1,0,0,-0.998195374083153,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,8,23.484780931503828,759.4967320028761,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2761395319784445,13.484780931503828,3613.0032679971237,120,139.2312012367727,63352.87740235419,1,0,0,0,-0.9981953740879642,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,9,23.082857142857144,795.0,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,2.2761395319784445,13.082857142857144,4408.003267997124,150,136.84836734693877,66314.35714285714,1,0,0,0,-0.9981953740894323,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,10,23.484780931503828,759.4967320028763,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,5167.5,180,139.2312012367727,63352.877402354214,0,0,0,0,-0.9981953740879634,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,11,24.582857142857144,662.5,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,5830.0,210,145.74122448979594,55261.96428571428,0,0,0,0,-0.998195374083153,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2004,12,26.082857142857144,530.0,67.36309523809524,94.962,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,6360.0,240,154.63408163265308,44209.57142857143,0,0,0,0,-0.9981953740737345,1,0,13.545090076913812,13.46505086982187,12.97635605006954,13.55565937953545,25.797460317460317,7548.4000000000015,0.11174711495685585,0.34214285714286774,-1354.6000000000004,0.09632902444062444
North Central,Cassava,2005,1,28.169523809523806,358.80625000000003,65.96071428571429,101.666,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,358.80625000000003,0,167.00503401360544,29929.56705357143,0,0,0,0,-1.2415867039173676,1,0,13.656837191870668,13.545090076913812,13.46505086982187,13.422224303634907,26.16436507936508,6605.166666666667,-0.5920915497504247,0.5866666666666589,-619.0999999999995,0.31458718903355276
North Central,Cassava,2005,2,29.267600020877122,271.25144830891315,65.96071428571429,101.666,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,630.0576983089131,0,173.51505726662867,22626.245809653483,0,0,0,0,-1.2415867038921589,1,0,13.656837191870668,13.545090076913812,13.46505086982187,13.422224303634907,26.16436507936508,6605.166666666667,-0.5920915497504247,0.5866666666666589,-619.0999999999995,0.31458718903355276
North Central,Cassava,2005,3,29.669523809523806,239.20416666666668,65.96071428571429,101.666,5.928571428571429,83.41428571428571,1.3571428571428572,0.13857142857142857,0.0,0.0,869.2618649755799,0,175.89789115646258,19953.044702380954,0,0,0,0,-1.241586703878318,1,0,13.656837191870668,13.545090076913812,13.46505086982187,13.422224303634907,26.16436507936508,6605.166666666667,-0.5920915497504247,0.5866666666666589,-619.0999999999995,0.31458718903355276
